,Symbol,name_a,price,changesPercentage,change_a,yearHigh,yearLow,priceAvg50,priceAvg200,Name,Change,%_Change,50_Day_Avg,200_Day_Avg,fund_extended_name,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,f_size,net_annual_expense_ratio_fund,price_earnings,price_book,morningstar_return_rating,fund_return_1month,fund_return_3months,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,fund_return_2018,portfolio_cash,portfolio_stocks,portfolio_bonds,portfolio_others,portfolio_preferred,portfolio_convertable,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,morningstar_risk_rating,fund_alpha_3years,fund_beta_3years,fund_r_squared_3years,fund_standard_deviation_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years
43,NESIX,Needham Small Cap Growth Fund Institutional Class,19.17,-2.14,-0.42,19.59,12.75,18.035883,17.315662,Needham Small Cap Growth Fund Institutional Class,-0.42,-2.14,18.04,17.32,Needham Small Cap Growth Fund Institutional Class,Needham,32.61,16.47,0.0,2,2016-12-29,Blend,Small,1.24,7.63,1.45,2.0,-3.17,16.47,10.37,15.15,8.92,13.33,-4.58,5.97,93.87,0.0,0.01,0.01,0.14,4.3,0.89,0.56,0.0,0.0,6.53,0.0,0.62,1.66,12.33,73.1,3.0,0.88,1.11,52.8,16.36,0.87,12.52
44,JGRTX,Janus Henderson Enterprise Fund Class S,127.22,-0.16,-0.2,143.36,88.51,117.232056,127.205444,Janus Henderson Enterprise Fund Class S,-0.2,-0.16,117.23,127.21,Janus Henderson Enterprise Fund Class S,Janus Henderson,19770.0,17.73,0.0,5,2009-07-05,Growth,Medium,1.16,16.2,3.59,5.0,0.51,17.73,10.85,16.76,13.0,18.33,-1.3,5.45,94.32,0.0,0.0,0.23,0.0,0.0,12.36,12.26,5.42,0.0,18.23,0.0,0.0,0.13,19.54,32.06,1.0,2.61,1.03,82.93,12.2,1.23,14.96
45,JDVAX,JPMorgan Diversified Fund Class A,15.13,0.07,0.01,17.19,12.34,14.465882,15.475368,JPMorgan Diversified Fund Class A,0.01,0.07,14.47,15.48,JPMorgan Diversified Fund Class A,JPMorgan,1080.0,9.72,1.82,3,2003-03-23,Blend,Large,1.18,15.71,2.12,3.0,1.36,9.72,1.68,7.61,5.29,10.36,-8.32,3.69,59.34,36.8,0.07,0.0,0.09,3.91,13.6,19.79,7.54,6.37,10.34,2.73,2.49,5.19,10.29,17.73,4.0,-1.64,1.2,97.82,7.4,0.85,5.28
46,TRLIX,TIAA-CREF Large-Cap Value Fund Institutional Class,15.57,-0.89,-0.14,18.71,11.5,14.666177,16.479927,TIAA-CREF Large-Cap Value Fund Institutional Class,-0.14,-0.89,14.67,16.48,TIAA-CREF Large-Cap Value Fund Institutional Class,TIAA Investments,6060.0,11.93,1.89,3,2002-09-30,Value,Large,0.4,13.85,2.04,3.0,0.62,11.93,-1.26,8.37,5.64,13.65,-14.1,2.2,97.8,0.0,0.0,0.0,0.0,3.58,4.4,23.63,0.0,5.59,18.19,4.59,5.63,10.09,11.94,12.36,4.0,-5.03,1.04,88.06,11.87,0.63,6.8
47,VLAAX,Value Line Asset Allocation Fund Investor Class,39.2,0.46,0.18,40.9,31.13,37.305588,37.903015,Value Line Asset Allocation Fund Investor Class,0.18,0.46,37.31,37.9,Value Line Asset Allocation Fund Investor Class,Value Line,543.27,12.37,0.34,5,1993-08-23,Growth,Large,1.12,25.41,4.39,5.0,2.51,12.37,13.17,11.14,8.34,12.53,2.03,8.23,63.38,28.23,0.0,0.0,0.16,1.74,9.81,11.48,2.18,4.85,16.44,0.0,1.59,0.0,29.07,22.85,4.0,2.07,1.13,80.96,7.74,1.24,8.7
48,GIBAX,Guggenheim Total Return Bond Fund Class A,28.58,0.11,0.03,28.81,27.02,28.196764,27.648971999999997,Guggenheim Total Return Bond Fund Class A,0.03,0.11,28.2,27.65,Guggenheim Total Return Bond Fund Class A,Guggenheim Investments,12250.0,1.3,2.53,5,2011-11-29,Value,Medium,0.8,9.62,1.62,5.0,1.17,1.3,2.3,4.11,3.82,0.0,0.64,28.24,0.01,69.89,1.71,0.01,0.06,0.0,6.45,1.38,6.45,0.0,0.0,0.0,32.03,0.23,53.46,0.0,2.0,2.26,0.67,73.32,2.25,1.2,4.21
49,SGTRX,Columbia Seligman Global Technology Fund Class R,41.62,-1.93,-0.82,45.87,28.99,39.021175,40.773163000000004,Columbia Seligman Global Technology Fund Class R,-0.82,-1.93,39.02,40.77,Columbia Seligman Global Technology Fund Class R,Columbia,1100.0,23.16,0.0,3,2003-04-29,Growth,Large,1.57,15.34,2.91,3.0,2.72,23.16,5.95,19.5,17.74,17.78,-9.02,1.42,98.58,0.0,0.0,0.0,0.0,0.0,2.29,3.41,0.0,0.0,0.0,0.0,0.0,0.0,1.31,92.99,3.0,6.67,1.2,54.34,16.36,1.1,15.14
50,SHSKX,BlackRock Health Sciences Opportunities Portfolio Class K,70.73,1.23,0.86,70.94,50.84,67.99765,66.41059,BlackRock Health Sciences Opportunities Portfolio Class K,0.86,1.23,68.0,66.41,BlackRock Health Sciences Opportunities Portfolio Class K,BlackRock,7130.0,8.89,0.43,4,2016-06-07,Growth,Large,0.77,19.39,3.9,4.0,0.72,8.89,17.87,15.54,13.54,17.78,8.39,3.21,95.93,0.0,0.85,0.0,0.0,0.0,0.0,1.27,0.0,0.0,98.24,0.0,0.0,0.0,0.0,0.5,2.0,4.4,1.03,63.01,13.04,1.08,13.82
51,FGRSX,Federated International Leaders Fund Class R6 Shares,31.51,1.32,0.41,36.45,23.68,29.067648,32.18662,Federated International Leaders Fund Class R6 Shares,0.41,1.32,29.07,32.19,Federated International Leaders Fund Class R6 Shares,Federated,1340.0,11.52,2.94,1,2013-08-04,Blend,Large,0.93,14.31,1.62,2.0,0.85,11.52,-11.2,5.53,0.35,11.37,-20.58,9.28,90.72,0.0,0.0,0.0,0.0,6.76,12.05,19.41,1.91,10.67,13.11,0.0,1.78,7.57,10.2,16.53,5.0,-3.16,1.15,85.5,13.15,0.38,3.68
52,FTUAX,Fidelity Advisor Telecommunications Fund Class A,62.68,-0.32,-0.2,66.53,50.1,59.658530000000006,59.983162,Fidelity Advisor Telecommunications Fund Class A,-0.2,-0.32,59.66,59.98,Fidelity Advisor Telecommunications Fund Class A,Fidelity Investments,284.66,8.73,1.64,3,2006-12-11,Value,Large,1.18,14.82,1.55,3.0,2.05,8.73,6.52,4.1,5.39,11.28,-8.33,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,93.31,0.0,0.0,6.2,3.0,-3.72,0.76,41.77,11.82,0.29,3.68
53,BTTRX,American Century Zero Coupon 2025 Fund Investor Class,115.36,-0.02,-0.02,115.64,103.6,114.49176999999999,110.337944,American Century Zero Coupon 2025 Fund Investor Class,-0.02,-0.02,114.49,110.34,American Century Zero Coupon 2025 Fund Investor Class,American Century Investments,144.5,2.36,3.57,4,1996-02-14,Blend,Large,0.55,0.0,0.0,3.0,1.98,2.36,4.46,0.96,3.71,4.77,0.13,0.11,0.0,99.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.39,1.52,88.17,4.8,-0.05,-0.22
54,FFTMX,Fidelity Advisor Asset Manager 50% Fund Class M,18.08,0.06,0.01,19.12,15.01,17.357647,17.954338,Fidelity Advisor Asset Manager 50% Fund Class M,0.01,0.06,17.36,17.95,Fidelity Advisor Asset Manager 50% Fund Class M,Fidelity Investments,9150.0,7.82,1.18,4,2006-10-01,Growth,Large,1.21,15.09,2.03,4.0,1.32,7.82,2.04,6.47,4.44,9.0,-5.88,10.47,49.95,35.65,3.83,0.1,0.0,4.01,11.57,17.08,4.6,7.87,12.76,3.17,2.8,5.43,10.08,20.62,4.0,-1.21,0.96,97.36,5.93,0.87,5.4
55,TRMIX,T. Rowe Price Mid-Cap Value Fund I Class,24.13,-0.98,-0.239999,28.74,17.19,22.391766,25.001692000000002,T. Rowe Price Mid-Cap Value Fund I Class,-0.24,-0.98,22.39,25.0,T. Rowe Price Mid-Cap Value Fund I Class,T. Rowe Price,12990.0,10.82,1.15,3,2015-08-27,Value,Medium,0.65,15.75,1.55,3.0,0.75,10.82,-0.17,9.05,7.3,15.1,-10.48,7.89,91.87,0.0,0.0,0.24,0.0,12.83,6.23,17.68,4.44,13.14,16.78,5.97,0.12,11.68,8.6,2.52,2.0,-2.92,0.91,77.74,11.04,0.72,8.53
56,FHKAX,Fidelity Advisor China Region Fund Class A,38.5,-0.9,-0.35,41.44,31.39,38.036175,37.80213,Fidelity Advisor China Region Fund Class A,-0.35,-0.9,38.04,37.8,Fidelity Advisor China Region Fund Class A,Fidelity Investments,1240.0,18.84,0.33,4,2008-05-08,Blend,Large,1.27,13.32,1.58,4.0,3.09,18.84,-4.9,14.96,7.54,12.31,-17.66,1.32,98.28,0.4,0.0,0.0,0.0,5.06,17.25,18.99,5.83,6.14,3.42,1.65,2.48,2.71,6.6,29.87,4.0,5.74,1.17,59.63,16.03,0.87,11.69
57,BCSIX,Brown Capital Management Small Company Fund Investor Shares,108.92,0.11,0.120005,111.06,72.43,96.63412,97.608086,Brown Capital Management Small Company Fund Investor Shares,0.12,0.11,96.63,97.61,Brown Capital Management Small Company Fund Investor Shares,Brown Capital Management,5070.0,19.45,0.0,5,1992-07-22,Growth,Medium,1.26,39.65,5.62,5.0,-0.82,19.45,11.05,20.58,13.52,19.58,-0.67,4.33,95.67,0.0,0.0,0.0,0.0,4.21,0.0,0.0,0.0,0.0,27.29,0.0,0.0,1.0,7.35,60.14,5.0,2.63,1.39,63.7,18.68,1.03,13.9
58,FURCX,Fidelity Advisor Simplicity RMD 2015 Fund Class C,58.73,0.17,0.1,58.84,56.88,58.73,58.73,Fidelity Advisor Simplicity RMD 2015 Fund Class C,0.1,0.17,58.73,58.73,Fidelity Advisor Simplicity RMD 2015 Fund Class C,Fidelity Investments,18.33,5.65,0.87,3,2007-08-29,Blend,Large,1.57,14.28,1.81,3.0,0.83,5.65,1.32,5.84,3.96,8.79,-4.77,17.27,35.69,46.56,0.03,0.36,0.07,4.3,12.41,21.54,2.45,6.49,12.27,2.08,2.38,6.84,10.19,19.05,4.0,-0.53,0.76,93.81,4.76,0.94,6
59,SVFAX,Smead Value Fund Class A,41.1,-2.03,-0.8499969999999999,51.67,30.52,38.375294,44.26412,Smead Value Fund Class A,-0.85,-2.03,38.38,44.26,Smead Value Fund Class A,Smead Funds,1140.0,8.11,0.0,4,2014-01-23,Value,Large,1.19,12.87,2.44,4.0,-0.25,8.11,7.3,11.24,8.37,16.39,-4.72,3.74,96.26,0.0,0.0,0.0,0.0,0.0,30.18,25.09,0.0,13.11,17.46,0.0,3.32,0.0,6.16,4.68,4.0,-1.04,0.92,74.28,11.5,0.87,10.77
60,FDCGX,Fidelity Advisor Consumer Staples Fund Class C,76.9,0.25,0.19,86.4,62.44,74.50529499999999,79.678085,Fidelity Advisor Consumer Staples Fund Class C,0.19,0.25,74.51,79.68,Fidelity Advisor Consumer Staples Fund Class C,Fidelity Investments,1460.0,16.91,1.68,1,2006-12-11,Value,Large,1.79,17.24,2.19,1.0,3.84,16.91,3.68,1.72,4.69,11.08,-16.69,0.22,99.78,0.0,0.0,0.0,0.0,0.1,4.27,0.0,0.0,94.66,0.0,0.0,0.0,0.0,0.59,0.38,5.0,-6.34,0.8,42.73,12.28,0.1,0.54
61,VRGEX,Virtus Duff & Phelps Global Real Estate Securities Fund Class R6,27.28,0.85,0.22999899999999998,35.46,20.45,25.875,30.368456,Virtus Duff & Phelps Global Real Estate Securities Fund Class R6,0.23,0.85,25.88,30.37,Virtus Duff & Phelps Global Real Estate Securities Fund Class R6,Virtus,203.39,15.35,3.04,5,2016-11-02,Blend,Medium,0.95,25.33,1.45,5.0,3.51,15.35,14.02,7.18,8.43,16.14,-4.49,2.68,95.51,0.0,1.81,0.0,0.0,0.0,0.0,0.0,98.35,0.0,0.0,0.0,0.0,0.0,0.63,1.02,3.0,-0.67,0.74,43.43,11.31,0.56,7.95
62,LGRNX,Loomis Sayles Growth Fund Class N,19.18,0.58,0.11,19.69,14.5,18.053823,17.976029999999998,Loomis Sayles Growth Fund Class N,0.11,0.58,18.05,17.98,Loomis Sayles Growth Fund Class N,Natixis Funds,8390.0,15.96,0.63,5,2013-01-31,Growth,Large,0.58,22.25,6.07,4.0,2.79,15.96,12.46,16.97,14.24,17.24,-2.39,0.95,99.05,0.0,0.0,0.0,0.0,0.0,18.53,11.65,0.0,13.99,13.39,0.0,0.0,1.8,6.93,33.7,3.0,2.59,1.05,81.68,12.52,1.22,14.88
63,GIBIX,Guggenheim Total Return Bond Fund Institutional Class,28.6,0.11,0.03,28.83,27.04,28.22147,27.672867,Guggenheim Total Return Bond Fund Institutional Class,0.03,0.11,28.22,27.67,Guggenheim Total Return Bond Fund Institutional Class,Guggenheim Investments,12250.0,1.37,2.82,5,2011-11-29,Value,Medium,0.51,9.62,1.62,5.0,1.16,1.37,2.59,4.45,4.17,0.0,0.93,28.24,0.01,69.89,1.71,0.01,0.06,0.0,6.45,1.38,6.45,0.0,0.0,0.0,32.03,0.23,53.46,0.0,2.0,2.6,0.66,72.78,2.22,1.36,4.78
64,BIGFX,Baron International Growth Fund Retail Shares,22.93,0.35,0.08,25.02,17.0,21.149706,22.497942000000002,Baron International Growth Fund Retail Shares,0.08,0.35,21.15,22.5,Baron International Growth Fund Retail Shares,Baron Capital Group,271.25,16.68,0.0,4,2008-12-30,Growth,Large,1.2,18.84,2.08,5.0,2.21,16.68,-6.05,10.48,5.26,11.7,-17.9,5.98,94.02,0.0,0.0,0.0,0.0,2.65,10.15,12.24,0.35,6.75,15.21,0.0,2.55,7.2,14.8,28.11,4.0,2.24,1.02,79.35,12.1,0.78,9.01
65,VASVX,Vanguard Selected Value Fund Investor Shares,20.69,-2.36,-0.5,28.89,14.29,18.766766,23.359558,Vanguard Selected Value Fund Investor Shares,-0.5,-2.36,18.77,23.36,Vanguard Selected Value Fund Investor Shares,Vanguard,8070.0,13.03,1.84,3,1996-02-14,Value,Medium,0.36,10.33,1.25,3.0,-1.74,13.03,-5.17,7.61,4.79,14.3,-19.73,6.96,92.98,0.06,0.0,0.0,0.0,6.92,14.85,26.09,6.3,4.34,3.99,5.31,0.0,5.4,20.09,6.69,3.0,-6.75,1.14,77.61,13.94,0.5,5.52
66,SILVX,SGI U.S. Large Cap Equity Fund Class I,17.29,0.99,0.17,19.59,13.46,16.664118,17.662868,SGI U.S. Large Cap Equity Fund Class I,0.17,0.99,16.66,17.66,Summit Global Investments U.S. Low Volatility Equity Fund Class I,Summit Global Investments,461.1,13.46,0.64,4,2012-02-28,Blend,Large,0.98,15.67,3.33,4.0,1.55,13.46,12.74,10.97,10.95,0.0,0.19,1.01,98.99,0.0,0.0,0.0,0.0,2.24,13.56,12.71,2.27,13.75,11.49,7.97,0.72,7.37,12.94,14.98,1.0,-1.14,0.9,87.26,10.39,0.94,10.74
67,FIATX,Fidelity Advisor International Capital Appreciation Fund Class M,20.54,1.53,0.30999899999999997,22.91,15.83,19.457647,20.62228,Fidelity Advisor International Capital Appreciation Fund Class M,0.31,1.53,19.46,20.62,Fidelity Advisor International Capital Appreciation Fund Class M,Fidelity Investments,2100.0,14.89,0.0,5,1997-11-02,Growth,Large,1.55,23.58,4.45,5.0,3.0,14.89,-0.21,9.08,6.29,13.39,-13.28,4.14,95.86,0.0,0.0,0.0,0.0,4.38,12.0,17.04,3.59,14.13,7.14,2.64,0.0,1.18,15.78,22.12,4.0,1.16,0.99,77.19,11.92,0.68,7.88
68,POPFX,Prospector Opportunity Fund,19.24,-0.77,-0.15,23.04,14.78,18.169117,20.288235,Prospector Opportunity Fund,-0.15,-0.77,18.17,20.29,Prospector Opportunity Fund,Prospector Funds,122.53,10.29,0.87,4,2007-09-27,Blend,Medium,1.32,15.27,1.62,3.0,-1.74,10.29,5.31,11.02,8.56,13.55,-4.38,4.79,94.83,0.0,0.0,0.0,0.38,3.14,7.77,56.5,0.95,10.19,5.49,0.0,0.0,2.31,5.56,8.08,1.0,-0.36,0.84,69.86,10.83,0.9,11.53
69,AGOZX,Alger Small Cap Focus Fund Class Z,24.44,0.99,0.24,24.57,16.32,22.220882,21.516766,Alger Small Cap Focus Fund Class Z,0.24,0.99,22.22,21.52,Alger Small Cap Focus Fund Class Z,Alger,3170.0,16.86,0.0,5,2010-12-28,Growth,Medium,0.87,42.89,5.86,5.0,-1.62,16.86,24.54,27.59,14.2,18.92,14.51,4.06,95.94,0.0,0.0,0.0,0.0,1.74,6.53,0.0,0.0,1.52,42.66,0.0,0.0,0.54,2.95,44.06,4.0,9.04,1.33,57.89,18.79,1.33,19.76
70,OTPSX,ProFunds NASDAQ-100 Fund Service Class,73.11,-0.27,-0.2,76.21,54.68,69.41735,67.88375,ProFunds NASDAQ-100 Fund Service Class,-0.2,-0.27,69.42,67.88,ProFunds NASDAQ-100 Fund Service Class,ProFunds,82.07,16.0,0.0,4,2000-08-06,Growth,Large,2.44,18.57,4.86,4.0,3.78,16.0,10.2,15.98,13.36,17.25,-2.73,35.63,63.52,0.0,0.85,0.0,0.0,0.0,19.13,1.68,0.0,6.75,8.85,0.36,4.26,0.0,4.09,54.88,4.0,1.2,1.11,74.4,13.85,1.05,13.21
71,EWENX,Wells Fargo Intrinsic World Equity Fund - Class Inst,19.1,0.37,0.07,22.82,14.44,18.030294,20.139853,Wells Fargo Intrinsic World Equity Fund - Class Inst,0.07,0.37,18.03,20.14,Wells Fargo Intrinsic World Equity Fund - Class Inst,Wells Fargo Funds,145.79,10.89,1.17,3,2010-07-29,Blend,Large,0.95,14.87,1.99,3.0,1.32,10.89,2.95,11.73,6.41,13.5,-7.58,0.86,97.35,0.0,1.79,0.0,0.0,4.73,6.49,21.93,0.0,10.72,14.72,0.0,7.5,7.21,10.75,15.94,4.0,4.2,0.88,76.72,10.63,0.98,11.86
72,AUENX,AQR Large Cap Defensive Style Fund Class N,22.55,0.45,0.10000099999999999,24.99,17.28,21.272057999999998,22.39684,AQR Large Cap Defensive Style Fund Class N,0.1,0.45,21.27,22.4,AQR Large Cap Defensive Style Fund Class N,AQR Funds,2990.0,12.89,0.82,5,2012-07-08,Blend,Large,0.65,17.35,3.59,5.0,1.88,12.89,11.94,13.66,12.94,0.0,-0.48,0.32,95.34,0.0,4.34,0.0,0.0,2.94,9.39,17.21,0.22,14.08,16.99,11.7,1.07,1.02,11.94,13.44,1.0,1.78,0.85,90.87,9.62,1.25,14.49
73,TSNIX,T. Rowe Price Science and Technology Fund I Class,44.53,-0.56,-0.25,46.72,31.81,40.91206,41.790659999999995,T. Rowe Price Science and Technology Fund I Class,-0.25,-0.56,40.91,41.79,T. Rowe Price Science and Technology Fund I Class,T. Rowe Price,5900.0,22.86,0.0,3,2016-03-22,Growth,Large,0.67,14.73,3.56,3.0,4.42,22.86,8.52,22.61,16.35,19.59,-6.87,10.69,89.31,0.0,0.0,0.0,0.0,1.16,27.38,5.21,0.0,0.0,1.1,0.0,0.0,0.0,0.0,65.15,2.0,8.99,1.2,69.92,14.38,1.4,17.76
74,SCIOX,Columbia Seligman Communications and Information Fund Advisor Class,74.93,-1.91,-1.46,83.28,52.41,70.26059000000001,73.665886,Columbia Seligman Communications and Information Fund Advisor Class,-1.46,-1.91,70.26,73.67,Columbia Seligman Communications and Information Fund Advisor Class,Columbia,5960.0,22.47,0.0,3,2009-08-02,Growth,Large,0.98,15.38,2.92,3.0,2.49,22.47,7.4,19.8,18.1,17.75,-7.54,2.04,97.85,0.0,0.0,0.12,0.0,0.0,3.03,3.82,0.0,0.0,0.0,0.0,0.21,0.0,1.37,91.57,3.0,7.06,1.19,53.7,16.23,1.12,15.61
75,CTORX,Columbia Thermostat Fund Advisor Class,16.95,-0.06,-0.010001000000000001,16.96,13.7,16.416470999999998,15.491912,Columbia Thermostat Fund Advisor Class,-0.01,-0.06,16.42,15.49,Columbia Thermostat Fund Advisor Class,Columbia,698.77,6.05,2.05,4,2012-11-07,Growth,Large,0.6,16.92,2.92,4.0,1.46,6.05,6.32,4.82,4.02,10.8,0.12,3.32,13.59,82.53,0.0,0.0,0.09,3.35,13.64,14.9,2.88,6.61,14.32,2.37,3.02,4.27,12.48,22.17,3.0,0.88,0.39,69.31,2.87,1.21,9.09
76,ALCFX,Alger Focus Equity Fund Class C,40.66,0.1,0.04,41.42,29.22,37.990590000000005,36.998898,Alger Focus Equity Fund Class C,0.04,0.1,37.99,37.0,Alger Focus Equity Fund Class C,Alger,470.14,15.51,0.0,4,2012-12-30,Growth,Large,1.8,18.95,4.51,4.0,2.55,15.51,11.6,16.92,13.11,15.35,0.55,2.37,97.59,0.0,0.0,0.04,0.0,2.87,15.91,16.38,0.94,1.0,17.55,0.0,1.93,0.0,10.29,33.13,3.0,2.34,1.08,78.51,13.06,1.17,14.51
77,JFNCX,Janus Henderson Global Life Sciences Fund Class C,55.27,0.86,0.47,57.01,40.69,52.94911999999999,52.74404499999999,Janus Henderson Global Life Sciences Fund Class C,0.47,0.86,52.95,52.74,Janus Henderson Global Life Sciences Fund Class C,Janus Henderson,3980.0,13.6,0.0,3,2009-07-05,Growth,Large,1.77,15.23,3.22,3.0,1.36,13.6,13.42,12.78,10.68,17.63,3.34,0.47,97.42,0.0,1.83,0.0,0.28,0.0,0.0,2.64,0.0,0.0,95.8,0.0,0.0,0.0,0.0,1.55,3.0,0.99,1.16,62.84,14.67,0.81,9.92
78,POAGX,PRIMECAP Odyssey Aggressive Growth Fund,41.9,-1.18,-0.5,47.17,30.5,39.011177,41.94625,PRIMECAP Odyssey Aggressive Growth Fund,-0.5,-1.18,39.01,41.95,PRIMECAP Odyssey Aggressive Growth Fund,PRIMECAP Odyssey Funds,10590.0,14.36,0.06,5,2004-10-31,Growth,Medium,0.64,14.11,2.69,5.0,-2.62,14.36,-4.57,17.96,13.09,21.3,-6.93,4.9,94.36,0.0,0.0,0.74,0.0,0.18,10.3,4.81,0.0,2.46,32.32,0.0,1.51,0.61,15.73,32.06,5.0,-0.08,1.42,68.47,18.46,0.92,11.71
79,PAVLX,T. Rowe Price Value Fund Advisor Class,31.81,-0.38,-0.12,38.55,23.64,30.078529999999997,33.673237,T. Rowe Price Value Fund Advisor Class,-0.12,-0.38,30.08,33.67,T. Rowe Price Value Fund Advisor Class,T. Rowe Price,24310.0,12.39,1.17,4,2000-03-30,Blend,Large,1.04,15.86,2.3,4.0,1.11,12.39,3.77,9.89,7.39,15.52,-9.65,0.89,98.33,0.09,0.0,0.69,0.0,2.22,3.87,16.11,2.57,8.05,19.53,9.93,3.07,8.67,8.41,17.55,3.0,-2.11,0.9,92.35,10.01,0.86,9.58
80,TESRX,Franklin Mutual Shares Fund Class R,21.53,-0.92,-0.200001,28.27,16.76,20.510588000000002,24.10794,Franklin Mutual Shares Fund Class R,-0.2,-0.92,20.51,24.11,Franklin Mutual Shares Fund Class R,Franklin Templeton Investments,13230.0,10.04,1.31,2,2002-01-01,Value,Large,1.28,11.69,1.36,2.0,-0.08,10.04,2.74,7.32,4.45,11.12,-9.41,5.24,87.6,7.16,0.0,0.0,0.0,0.1,9.79,25.57,2.23,7.99,14.31,0.7,8.59,11.79,5.56,13.37,2.0,-3.16,1.42,77.94,9.81,0.64,4.26
81,FCHKX,Fidelity Advisor China Region Fund Class C,37.25,-0.9,-0.34,40.21,30.48,36.82647,36.6364,Fidelity Advisor China Region Fund Class C,-0.34,-0.9,36.83,36.64,Fidelity Advisor China Region Fund Class C,Fidelity Investments,1240.0,18.65,0.0,3,2008-05-08,Blend,Large,2.01,13.32,1.58,4.0,3.02,18.65,-5.6,14.13,6.75,11.48,-18.29,1.32,98.28,0.4,0.0,0.0,0.0,5.06,17.25,18.99,5.83,6.14,3.42,1.65,2.48,2.71,6.6,29.87,3.0,5.0,1.17,59.76,16.03,0.83,10.97
82,CFWAX,Calvert Global Water Fund Class A,19.56,-0.41,-0.08,22.98,14.65,18.192648000000002,20.226689999999998,Calvert Global Water Fund Class A,-0.08,-0.41,18.19,20.23,Calvert Global Water Fund Class A,Calvert Research and Management,396.32,11.65,1.17,4,2008-09-29,Blend,Medium,1.24,16.49,2.0,3.0,-0.1,11.65,-0.41,7.62,1.18,10.52,-13.63,0.17,98.81,0.15,0.87,0.0,0.0,16.1,5.27,0.0,0.65,3.08,3.23,25.62,0.0,0.0,40.69,5.34,1.0,-1.84,0.9,77.53,10.21,0.64,7.04
83,LKBAX,LKCM Balanced Fund,23.58,0.21,0.05,25.48,18.46,22.468529,23.339926000000002,LKCM Balanced Fund,0.05,0.21,22.47,23.34,LKCM Balanced Fund,LKCM,95.62,10.03,1.05,4,1997-12-29,Blend,Large,0.8,16.39,3.17,4.0,1.37,10.03,8.4,9.59,7.15,11.04,-2.15,0.0,66.32,33.68,0.0,0.0,0.0,9.85,10.84,13.59,0.0,10.14,17.12,0.0,3.85,8.04,8.21,18.36,3.0,0.93,1.08,87.15,7.12,1.14,7.65
84,CISGX,Touchstone Sands Capital Institutional Growth Fund,25.41,0.0,0.0,25.7,18.01,23.482647,22.758677,Touchstone Sands Capital Institutional Growth Fund,0.0,0.0,23.48,22.76,Touchstone Sands Capital Institutional Growth Fund,Touchstone,1910.0,21.74,0.0,4,2005-01-20,Growth,Large,0.8,33.07,8.64,4.0,1.41,21.74,17.91,21.02,11.45,20.34,6.26,0.71,99.29,0.0,0.0,0.0,0.0,0.0,25.91,7.69,3.21,3.39,19.94,0.0,0.0,0.0,0.0,39.85,5.0,4.27,1.26,61.81,17.2,1.13,15.7
85,FMPFX,Nuveen Small Cap Growth Opportunities Fund Class R6,28.86,-1.57,-0.46,29.9,18.9,25.965294,26.49669,Nuveen Small Cap Growth Opportunities Fund Class R6,-0.46,-1.57,25.97,26.5,Nuveen Small Cap Growth Opportunities Fund Class R6,Nuveen,102.96,16.57,0.0,3,2016-06-29,Growth,Small,0.89,20.76,3.1,3.0,-1.64,16.57,7.12,15.37,7.88,16.78,-5.12,2.22,97.52,0.0,0.26,0.0,0.0,6.8,17.53,7.1,0.0,3.01,20.78,0.0,0.0,1.91,16.27,26.61,4.0,-1.85,1.37,71.34,17.39,0.84,10.29
86,GETGX,Victory Sycamore Established Value Fund Class R,33.32,-1.19,-0.4,41.05,23.58,30.434412,35.20125,Victory Sycamore Established Value Fund Class R,-0.4,-1.19,30.43,35.2,Victory Sycamore Established Value Fund Class R,Victory,10860.0,13.6,0.72,4,1983-08-15,Value,Medium,1.1,14.53,1.99,4.0,0.33,13.6,3.04,10.73,9.06,15.59,-10.41,1.52,98.48,0.0,0.0,0.0,0.0,6.04,14.64,19.69,7.32,9.04,4.26,4.23,0.02,5.21,15.97,13.6,2.0,-2.58,1.02,86.35,11.71,0.82,9.3
87,PRWAX,T. Rowe Price New America Growth Fund,57.82,-0.02,-0.009998,60.06,41.74,54.186764000000004,54.183384,T. Rowe Price New America Growth Fund,-0.01,-0.02,54.19,54.18,T. Rowe Price New America Growth Fund,T. Rowe Price,5010.0,15.76,0.18,4,1985-09-29,Growth,Large,0.79,21.57,4.49,4.0,1.13,15.76,12.28,18.88,13.97,17.72,1.28,4.25,94.88,0.0,0.73,0.14,0.0,0.62,15.16,11.37,0.91,2.58,14.56,2.77,4.09,0.78,15.16,32.02,3.0,3.95,1.08,82.58,12.76,1.32,16.3
