,Symbol,Name,Change,%_Change,50_Day_Avg,200_Day_Avg
1206,SSSJX,State Street Dynamic Small Cap Fund Class I,-1.17,-2.68,39.03,46.1
1207,FPSVX,Frontier Phocas Small Cap Value Fund Institutional Class,-0.69,-2.69,22.51,27.8
1208,FPVSX,Frontier Phocas Small Cap Value Fund Service Class,-0.69,-2.7,22.43,27.7
1209,NSCFX,Nuveen NWQ Small-Cap Value Fund Class R6,-1.01,-2.73,32.7,39.79
1210,NSCCX,Nuveen NWQ Small-Cap Value Fund Class C,-0.84,-2.74,27.17,33.19
1211,NSCRX,Nuveen NWQ Small-Cap Value Fund Class I,-1.0,-2.74,32.3,39.31
1212,PFPWX,Parnassus Endeavor Fund Institutional Shares,-0.94,-2.74,31.31,34.86
1213,PARWX,Parnassus Endeavor Fund Investor Shares,-0.94,-2.74,31.27,34.81
1214,NOSGX,Northern Small Cap Value Fund,-0.44,-2.75,14.31,17.74
1215,PVIVX,Paradigm Micro-Cap Fund,-0.79,-2.76,24.92,27.5
1216,QNTAX,Meeder Quantex Fund Adviser Class,-0.8,-2.79,25.42,31.75
1217,QNTIX,Meeder Quantex Fund Institutional Class,-0.8,-2.79,25.42,31.76
1218,FLCGX,Meeder Quantex Fund Retail Class,-0.8,-2.8,25.34,31.66
1219,WSMVX,Wilshire Small Company Value Fund Class Institutional,-0.48,-2.82,14.95,18.68
1220,DTSVX,Wilshire Small Company Value Portfolio Investment Class Shares,-0.48,-2.89,14.61,18.26
1221,HWSIX,Hotchkis & Wiley Small Cap Value Fund Class I,-1.11,-2.89,33.64,44.08
1222,UMPSX,ProFunds UltraMid Cap Fund Service Class,-0.73,-2.9,20.34,29.72
1223,UMPIX,ProFunds UltraMid Cap Fund Investor Class,-0.9,-2.9,25.04,36.5
1224,HWSCX,Hotchkis & Wiley Small Cap Value Fund Class C,-0.89,-2.9,26.88,35.3
1225,HWSAX,Hotchkis & Wiley Small Cap Value Fund Class A,-1.11,-2.9,33.49,43.88
1226,CGMRX,CGM Realty Fund,-0.61,-2.92,18.52,22.4
1227,SGPIX,ProFunds Small Cap Growth Fund Investor Class,-2.44,-2.98,72.44,82.76
1228,FSCCX,Nuveen Small Cap Value Fund Class I,-0.53,-3.07,15.33,19.62
1229,VSSCX,JPMorgan Small Cap Core Fund Class R5,-1.32,-3.09,37.34,44.76
1230,FSCWX,Nuveen Small Cap Value Fund Class R6,-0.54,-3.11,15.39,19.69
1231,FSCAX,Nuveen Small Cap Value Fund Class A,-0.52,-3.11,14.81,18.95
1232,LMVYX,Lord Abbett Focused Small Cap Value Fund Class I,-0.59,-3.14,15.59,20.52
1233,DISSX,BNY Mellon Small Cap Stock Index Fund Investor Shares,-0.74,-3.14,20.78,25.14
1234,ICSCX,ICM Small Company Portfolio,-0.73,-3.17,20.18,24.88
1235,VTSIX,Vanguard Tax-Managed Small-Cap Fund Institutional Shares,-1.79,-3.18,49.6,58.69
1236,DISIX,BNY Mellon Small Cap Stock Index Fund Class I,-0.75,-3.19,20.74,25.11
1237,VTMSX,Vanguard Tax-Managed Small Cap Fund Admiral Shares,-1.79,-3.19,49.49,58.55
1238,UBVSX,Undiscovered Managers Behavioral Value Fund Class I,-1.51,-3.32,39.43,51.67
